Rk,year,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
251,2023-2024,Emma Snerle,dk DEN,"MF,FW",West Ham,22,2001,5.7,0,3,2,66.7,0.53,0.35,0,0,22.3,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
252,2023-2024,Katja Snoeijs,nl NED,"FW,MF",Everton,26,1996,16.9,3,25,9,36,1.48,0.53,0.12,0.33,14.3,0,0,0,3.4,3.4,0.14,'-0.4,'-0.4,Matches
253,2023-2024,Drew Spence,jm JAM,"MF,FW",Tottenham,30,1992,7.6,2,22,11,50,2.88,1.44,0.09,0.18,19.4,0,0,0,2.4,2.4,0.11,'-0.4,'-0.4,Matches
254,2023-2024,Rebecca Spencer,jm JAM,GK,Tottenham,32,1991,16,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
255,2023-2024,Lucy Staniforth,eng ENG,MF,Aston Villa,30,1992,8.2,0,7,4,57.1,0.85,0.49,0,0,36.8,1,0,0,0.2,0.2,0.03,'-0.2,'-0.2,Matches
256,2023-2024,Jessie Stapleton,ie IRL,DF,West Ham,18,2005,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
257,2023-2024,Dejana Stefanović,rs SRB,"MF,FW",Brighton,26,1997,0.3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
258,2023-2024,Elise Stenevik,no NOR,DF,Everton,23,1999,10.8,1,3,1,33.3,0.28,0.09,0.33,1,16,1,0,0,0.5,0.5,0.18,0.5,0.5,Matches
259,2023-2024,Demi Stokes,eng ENG,"DF,FW",Manchester City,31,1991,0.3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
260,2023-2024,Sarah Stratigakis,ca CAN,"MF,DF",Bristol City,24,1999,2.1,0,2,1,50,0.93,0.47,0,0,23.7,0,0,0,0.1,0.1,0.06,'-0.1,'-0.1,Matches
261,2023-2024,Abbey-Leigh Stringer,eng ENG,MF,West Ham,28,1995,6.9,0,2,0,0,0.29,0,0,Unknown,15.2,0,0,0,0.1,0.1,0.04,'-0.1,'-0.1,Matches
262,2023-2024,Sille Struck,Unknown,DF,Bristol City,24,1998,6.7,0,1,0,0,0.15,0,0,Unknown,9,0,0,0,0.1,0.1,0.06,'-0.1,'-0.1,Matches
263,2023-2024,Eveliina Summanen,fi FIN,MF,Tottenham,25,1998,18.9,1,11,4,36.4,0.58,0.21,0.09,0.25,25.8,5,0,0,0.7,0.7,0.06,0.3,0.3,Matches
264,2023-2024,Emily Syme,eng ENG,MF,Bristol City,23,2000,11.4,0,8,0,0,0.7,0,0,Unknown,21.9,0,0,0,0.4,0.4,0.05,'-0.4,'-0.4,Matches
265,2023-2024,Maisie Symonds,eng ENG,MF,Brighton,20,2003,9.9,0,10,5,50,1.01,0.51,0,0,21.7,2,0,0,0.4,0.4,0.04,'-0.4,'-0.4,Matches
266,2023-2024,Nicoline Sørensen,dk DEN,"FW,MF",Everton,25,1997,7.2,0,14,5,35.7,1.95,0.7,0,0,15.4,0,0,0,1.1,1.1,0.08,'-1.1,'-1.1,Matches
267,2023-2024,Saori Takarada,jp JPN,MF,Leicester City,23,1999,10.7,1,11,5,45.5,1.03,0.47,0.09,0.2,19.8,0,0,0,1.1,1.1,0.1,'-0.1,'-0.1,Matches
268,2023-2024,Miri Taylor,eng ENG,"FW,MF",Liverpool,23,2000,0.9,1,1,1,100,1.1,1.1,1,1,12,0,0,0,0.3,0.3,0.29,0.7,0.7,Matches
269,2023-2024,Miri Taylor,eng ENG,MF,Aston Villa,23,2000,3.1,0,1,1,100,0.32,0.32,0,0,14.2,0,0,0,0.1,0.1,0.1,'-0.1,'-0.1,Matches
270,2023-2024,Tianna Teisar,wls WAL,FW,Bristol City,17,2005,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
271,2023-2024,Elisabeth Terland,no NOR,FW,Brighton,22,2001,19.8,13,71,32,45.1,3.59,1.62,0.18,0.41,16.5,0,0,0,8.5,8.5,0.12,4.5,4.5,Matches
272,2023-2024,Amalie Thestrup,dk DEN,"FW,MF",Bristol City,28,1995,20.7,9,28,18,64.3,1.35,0.87,0.25,0.39,15.9,0,2,2,6.8,5.3,0.19,2.2,1.7,Matches
273,2023-2024,Julie Thibaud,fr FRA,DF,Leicester City,25,1998,16.6,0,4,2,50,0.24,0.12,0,0,18.6,0,0,0,0.5,0.5,0.11,'-0.5,'-0.5,Matches
274,2023-2024,Martha Thomas,sct SCO,FW,Tottenham,27,1996,15.2,7,46,27,58.7,3.02,1.77,0.15,0.26,14.5,0,0,0,6.2,6.2,0.14,0.8,0.8,Matches
275,2023-2024,Maria Thorisdottir,no NOR,DF,Brighton,30,1993,18.5,0,2,1,50,0.11,0.05,0,0,14.1,0,0,0,0,0,0.01,0,0,Matches
276,2023-2024,Samantha Tierney,eng ENG,MF,Leicester City,24,1998,22,3,25,9,36,1.14,0.41,0.12,0.33,12.2,0,0,0,2.8,2.8,0.11,0.2,0.2,Matches
277,2023-2024,Ella Toone,eng ENG,MF,Manchester Utd,23,1999,19.2,6,33,12,36.4,1.72,0.63,0.18,0.5,17.9,0,0,0,3.5,3.5,0.11,2.5,2.5,Matches
278,2023-2024,Amy Turner,eng ENG,DF,Tottenham,32,1991,12.9,1,3,2,66.7,0.23,0.15,0.33,0.5,8.3,0,0,0,0.4,0.4,0.13,0.6,0.6,Matches
279,2023-2024,Danielle Turner,eng ENG,DF,Aston Villa,31,1991,14.9,1,8,1,12.5,0.54,0.07,0.13,1,18,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
280,2023-2024,Millie Turner,eng ENG,DF,Manchester Utd,27,1996,21.5,2,25,7,28,1.17,0.33,0.08,0.29,9.2,0,0,0,2.4,2.4,0.1,'-0.4,'-0.4,Matches
281,2023-2024,Amber Tysiak,be BEL,DF,West Ham,23,2000,15.8,1,7,4,57.1,0.44,0.25,0.14,0.25,11.4,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
282,2023-2024,Riko Ueki,jp JPN,FW,West Ham,24,1999,20.8,6,64,24,37.5,3.08,1.16,0.09,0.25,15.9,0,0,0,6.2,6.2,0.1,'-0.2,'-0.2,Matches
283,2023-2024,Justine Vanhaevermaet,be BEL,"DF,MF",Everton,31,1992,16.8,1,12,5,41.7,0.72,0.3,0.08,0.2,11.9,0,0,1,3.2,2.3,0.19,'-2.2,'-1.3,Matches
284,2023-2024,Katrine Veje,dk DEN,DF,Everton,32,1991,9.6,0,3,1,33.3,0.31,0.1,0,0,26.3,0,0,0,0.1,0.1,0.02,'-0.1,'-0.1,Matches
285,2023-2024,Matilda Vinberg,se SWE,"FW,MF",Tottenham,20,2003,4,1,11,3,27.3,2.77,0.76,0.09,0.33,16.7,0,0,0,1,1,0.09,0,0,Matches
286,2023-2024,Barbora Votíková,cz CZE,GK,Tottenham,26,1996,6,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
287,2023-2024,Megan Walsh,ie IRL,GK,West Ham,28,1994,3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
288,2023-2024,Lia Wälti,ch SUI,MF,Arsenal,30,1993,12.8,0,5,0,0,0.39,0,0,Unknown,18.9,0,0,0,0.4,0.4,0.07,'-0.4,'-0.4,Matches
289,2023-2024,Mari Ward,eng ENG,"MF,DF",Bristol City,17,2006,5.2,0,3,1,33.3,0.58,0.19,0,0,12.2,0,0,0,0.2,0.2,0.08,'-0.2,'-0.2,Matches
290,2023-2024,Clare Wheeler,au AUS,"MF,DF",Everton,25,1998,19.9,0,2,0,0,0.1,0,0,Unknown,18.8,0,0,0,0.1,0.1,0.03,'-0.1,'-0.1,Matches
291,2023-2024,Aileen Whelan,eng ENG,"FW,MF",Leicester City,31,1991,11.7,1,21,8,38.1,1.79,0.68,0.05,0.13,14.1,0,0,0,1.6,1.6,0.07,'-0.6,'-0.6,Matches
292,2023-2024,Laura Wienroither,at AUT,DF,Arsenal,24,1999,0.5,0,2,1,50,4.19,2.09,0,0,22.9,0,0,0,0.2,0.2,0.08,'-0.2,'-0.2,Matches
293,2023-2024,Annie Wilding,eng ENG,DF,Everton,19,2004,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
294,2023-2024,Rachel Williams,eng ENG,FW,Manchester Utd,35,1988,6.4,5,29,10,34.5,4.52,1.56,0.17,0.5,10.4,0,0,0,4,4,0.14,1,1,Matches
295,2023-2024,Leah Williamson,eng ENG,DF,Arsenal,26,1997,7.2,0,4,0,0,0.56,0,0,Unknown,16.8,0,0,0,0.3,0.3,0.06,'-0.3,'-0.3,Matches
296,2023-2024,Jessica Wooley,eng ENG,MF,Bristol City,22,2001,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
297,2023-2024,Lotte Wubben-Moy,eng ENG,DF,Arsenal,24,1999,16.8,1,19,5,26.3,1.13,0.3,0.05,0.2,10.1,0,0,0,1.8,1.8,0.1,'-0.8,'-0.8,Matches
298,2023-2024,Shae Yanez,us USA,GK,Bristol City,26,1997,7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
299,2023-2024,Shelina Zadorsky,ca CAN,DF,West Ham,30,1992,7.9,0,1,0,0,0.13,0,0,Unknown,7.5,0,0,0,0,0,0.05,0,0,Matches
300,2023-2024,Shelina Zadorsky,ca CAN,DF,Tottenham,30,1992,1.3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
301,2023-2024,Katie Zelem,eng ENG,MF,Manchester Utd,27,1996,22,1,17,5,29.4,0.77,0.23,0,0,23.1,1,1,1,1.6,0.8,0.05,'-0.6,'-0.8,Matches
302,2023-2024,Julia Zigiotti Olme,se SWE,MF,Brighton,25,1997,17.4,0,12,4,33.3,0.69,0.23,0,0,20.4,0,0,0,0.5,0.5,0.04,'-0.5,'-0.5,Matches
303,2023-2024,Manuela Zinsberger,at AUT,GK,Arsenal,27,1995,18,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
304,2023-2024,Jessica Ziu,ie IRL,"MF,FW",West Ham,21,2002,9.8,0,12,3,25,1.22,0.31,0,0,16.3,0,0,0,0.8,0.8,0.07,'-0.8,'-0.8,Matches
1,2022-2023,Alsu Abdullina,ru RUS,"DF,FW",Chelsea,21,2001,1.3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
2,2022-2023,Princess Ademiluyi,eng ENG,"MF,FW",West Ham,16,2006,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
3,2022-2023,Michelle Agyemang,eng ENG,FW,Arsenal,16,2006,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
4,2022-2023,Asmita Ale,eng ENG,"DF,MF",Tottenham,20,2001,9.1,0,1,0,0,0.11,0,0,Unknown,18,0,0,0,0.1,0.1,0.09,'-0.1,'-0.1,Matches
5,2022-2023,Laia Aleixandri,es ESP,"DF,MF",Manchester City,21,2000,14.5,0,6,2,33.3,0.41,0.14,0,0,11.2,0,0,0,0.6,0.6,0.11,'-0.6,'-0.6,Matches
6,2022-2023,Tinaya Alexander,eng ENG,MF,Reading,23,1999,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
7,2022-2023,Remi Allen,eng ENG,MF,Aston Villa,31,1990,1.9,0,2,0,0,1.07,0,0,Unknown,3.8,0,0,0,0.1,0.1,0.06,'-0.1,'-0.1,Matches
8,2022-2023,Filippa Angeldahl,se SWE,MF,Manchester City,25,1997,12.2,2,23,10,43.5,1.89,0.82,0.09,0.2,19.1,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches
9,2022-2023,Mackenzie Arnold,au AUS,GK,West Ham,28,1994,19.9,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
10,2022-2023,Viviane Asseyi,fr FRA,"FW,MF",West Ham,28,1993,21.6,6,41,18,43.9,1.9,0.83,0.15,0.33,16.5,4,0,0,4.6,4.6,0.11,1.4,1.4,Matches
11,2022-2023,Izzy Atkinson,ie IRL,"FW,MF",West Ham,21,2001,4.3,1,5,1,20,1.16,0.23,0.2,1,17.8,0,0,0,0.5,0.5,0.09,0.5,0.5,Matches
12,2022-2023,Rosella Ayane,ma MAR,"MF,FW",Tottenham,26,1996,12.1,1,18,8,44.4,1.48,0.66,0.06,0.13,20.5,0,0,0,1.2,1.2,0.07,'-0.2,'-0.2,Matches
13,2022-2023,Ava Baker,eng ENG,FW,Leicester City,16,2006,1.8,1,1,1,100,0.57,0.57,1,1,7.9,0,0,0,0.3,0.3,0.27,0.7,0.7,Matches
14,2022-2023,Libby Bance,eng ENG,MF,Brighton,19,2003,7.7,0,3,0,0,0.39,0,0,Unknown,11.4,0,0,0,0.4,0.4,0.14,'-0.4,'-0.4,Matches
15,2022-2023,Molly Bartrip,eng ENG,DF,Tottenham,26,1996,21.7,1,3,2,66.7,0.14,0.09,0.33,0.5,23.4,0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
16,2022-2023,Ona Batlle,es ESP,DF,Manchester Utd,23,1999,19,1,10,1,10,0.53,0.05,0.1,1,22.4,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
17,2022-2023,Jennifer Beattie,sct SCO,DF,Arsenal,31,1991,6.5,0,7,1,14.3,1.07,0.15,0,0,13.8,0,0,0,0.4,0.4,0.06,'-0.4,'-0.4,Matches
18,2022-2023,Agnes Beever-Jones,eng ENG,"FW,MF",Everton,19,2003,8.5,2,19,9,47.4,2.25,1.06,0.11,0.22,15.2,1,0,0,1.9,1.9,0.1,0.1,0.1,Matches
19,2022-2023,Hanna Bennison,se SWE,"MF,FW",Everton,19,2002,14,3,19,7,36.8,1.36,0.5,0.16,0.43,20.7,0,0,0,1.7,1.7,0.09,1.3,1.3,Matches
20,2022-2023,Ann-Katrin Berger,de GER,GK,Chelsea,31,1990,15,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
21,2022-2023,Guro Bergsvand,no NOR,DF,Brighton,28,1994,8.2,0,2,1,50,0.24,0.12,0,0,7.1,0,0,0,0.4,0.4,0.22,'-0.4,'-0.4,Matches
22,2022-2023,Nathalie Björn,se SWE,"DF,MF",Everton,25,1997,19.2,0,2,0,0,0.1,0,0,Unknown,14.1,0,0,0,0.1,0.1,0.04,'-0.1,'-0.1,Matches
23,2022-2023,Stina Blackstenius,se SWE,FW,Arsenal,26,1996,17.8,8,70,31,44.3,3.93,1.74,0.11,0.26,13.4,0,0,0,9.1,9.1,0.13,'-1.1,'-1.1,Matches
24,2022-2023,Julie Blakstad,no NOR,FW,Manchester City,20,2001,2.6,2,10,2,20,3.8,0.76,0.2,1,12.1,0,0,0,2.4,2.4,0.24,'-0.4,'-0.4,Matches
25,2022-2023,Laura Blindkilde,eng ENG,"MF,FW",Aston Villa,18,2003,14.8,0,6,0,0,0.4,0,0,Unknown,20.5,0,0,0,0.5,0.5,0.08,'-0.5,'-0.5,Matches
Rk,2022-2023,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
26,2022-2023,Hannah Blundell,eng ENG,DF,Manchester Utd,28,1994,20.5,1,11,5,45.5,0.54,0.24,0.09,0.2,17.6,0,0,0,1.2,1.2,0.11,'-0.2,'-0.2,Matches
27,2022-2023,Missy Bo Kearns,eng ENG,MF,Liverpool,21,2001,16,4,27,11,40.7,1.69,0.69,0.15,0.36,22.3,1,0,0,1.8,1.8,0.07,2.2,2.2,Matches
28,2022-2023,Gemma Bonner,eng ENG,DF,Liverpool,31,1991,10.8,0,4,1,25,0.37,0.09,0,0,16,0,0,0,0.2,0.2,0.04,'-0.2,'-0.2,Matches
29,2022-2023,CJ Bott,nz NZL,"DF,MF",Leicester City,27,1995,13.7,0,10,5,50,0.73,0.36,0,0,20.7,0,0,0,0.5,0.5,0.05,'-0.5,'-0.5,Matches
30,2022-2023,Chantelle Boye-Hlorkah,gh GHA,"FW,MF",Aston Villa,26,1995,0.7,0,1,0,0,1.48,0,0,Unknown,29.9,0,0,0,0,0,0.02,0,0,Matches
31,2022-2023,Ellie Brazil,eng ENG,FW,Tottenham,23,1999,1,0,2,1,50,1.91,0.96,0,0,18.3,0,0,0,0.1,0.1,0.07,'-0.1,'-0.1,Matches
32,2022-2023,Millie Bright,eng ENG,DF,Chelsea,28,1993,13.7,1,7,2,28.6,0.51,0.15,0.14,0.5,10.5,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
33,2022-2023,Courtney Brosnan,ie IRL,GK,Everton,26,1995,14,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
34,2022-2023,Georgia Brougham,eng ENG,DF,Leicester City,26,1996,1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
35,2022-2023,Dagný Brynjarsdóttir,is ISL,MF,West Ham,30,1991,19.6,6,25,13,52,1.28,0.66,0.2,0.38,15,0,1,2,4.3,2.7,0.11,1.7,2.3,Matches
36,2022-2023,Faye Bryson,eng ENG,"DF,MF",Reading,25,1997,11.1,0,8,2,25,0.72,0.18,0,0,23.1,0,0,0,0.3,0.3,0.03,'-0.3,'-0.3,Matches
37,2022-2023,Kadeisha Buchanan,ca CAN,DF,Chelsea,26,1995,14.1,0,1,0,0,0.07,0,0,Unknown,11.7,0,0,0,0.1,0.1,0.06,'-0.1,'-0.1,Matches
38,2022-2023,Jacqueline Burns,nir NIR,GK,Reading,25,1997,9.7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
39,2022-2023,Vilde Bøe Risa,no NOR,MF,Manchester Utd,27,1995,4.1,0,9,3,33.3,2.2,0.73,0,0,23.9,0,0,0,0.4,0.4,0.04,'-0.4,'-0.4,Matches
40,2022-2023,Hannah Cain,wls WAL,FW,Leicester City,23,1999,11.8,2,38,11,28.9,3.23,0.94,0.03,0.09,17.9,2,1,1,3.7,3,0.08,'-1.7,'-2,Matches
41,2022-2023,Diane Caldwell,ie IRL,DF,Reading,33,1988,8.4,0,4,0,0,0.47,0,0,Unknown,21.4,0,0,0,0.1,0.1,0.04,'-0.1,'-0.1,Matches
42,2022-2023,Megan Campbell,ie IRL,"DF,MF",Liverpool,29,1993,12.1,0,2,0,0,0.17,0,0,Unknown,28.1,2,0,0,0.1,0.1,0.07,'-0.1,'-0.1,Matches
43,2022-2023,Jelena Čanković,rs SRB,MF,Chelsea,26,1995,7,4,11,5,45.5,1.56,0.71,0.36,0.8,15.2,0,0,0,1.3,1.3,0.12,2.7,2.7,Matches
44,2022-2023,Danielle Carter,eng ENG,"FW,MF",Brighton,29,1993,9.2,5,20,6,30,2.18,0.65,0.1,0.33,18.5,0,3,3,4.5,2.3,0.12,0.5,'-0.3,Matches
45,2022-2023,Jess Carter,eng ENG,DF,Chelsea,24,1997,10.3,2,7,3,42.9,0.68,0.29,0.29,0.67,15,0,0,0,0.3,0.3,0.04,1.7,1.7,Matches
46,2022-2023,Estelle Cascarino,fr FRA,MF,Manchester Utd,25,1997,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
47,2022-2023,Kerstin Casparij,nl NED,DF,Manchester City,21,2000,12.9,0,4,1,25,0.31,0.08,0,0,19.3,0,0,0,0.1,0.1,0.03,'-0.1,'-0.1,Matches
48,2022-2023,Deyna Castellanos,ve VEN,MF,Manchester City,23,1999,12,1,42,12,28.6,3.5,1,0.02,0.08,20,2,0,0,3.7,3.7,0.09,'-2.7,'-2.7,Matches
49,2022-2023,Steph Catley,au AUS,DF,Arsenal,28,1994,13.2,1,4,3,75,0.3,0.23,0.25,0.33,23.4,1,0,0,0.2,0.2,0.06,0.8,0.8,Matches
50,2022-2023,Niamh Charles,eng ENG,"DF,MF",Chelsea,23,1999,14.9,4,21,10,47.6,1.41,0.67,0.19,0.4,14.6,0,0,0,1.3,1.3,0.06,2.7,2.7,Matches
51,2022-2023,Izzy Christiansen,eng ENG,"MF,FW",Everton,30,1991,6.5,0,10,1,10,1.55,0.15,0,0,22.7,0,0,0,0.7,0.7,0.07,'-0.7,'-0.7,Matches
52,2022-2023,Hawa Cissoko,fr FRA,DF,West Ham,25,1997,14.3,1,2,1,50,0.14,0.07,0.5,1,20.2,0,0,0,0.4,0.4,0.2,0.6,0.6,Matches
53,2022-2023,Abbey Clarke,eng ENG,FW,Everton,18,2004,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
54,2022-2023,Aimee Claypole,eng ENG,MF,Chelsea,Unknown,Unknown,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
55,2022-2023,Megan Connolly,ie IRL,"MF,DF",Brighton,25,1997,12.2,0,6,2,33.3,0.49,0.16,0,0,24,0,0,0,0.3,0.3,0.04,'-0.3,'-0.3,Matches
56,2022-2023,Shannon Cooke,eng ENG,DF,West Ham,22,2000,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
57,2022-2023,Laura Coombs,eng ENG,MF,Manchester City,31,1991,18.7,5,33,15,45.5,1.76,0.8,0.15,0.33,18.7,0,0,0,3.1,3.1,0.09,1.9,1.9,Matches
58,2022-2023,Deanna Cooper,eng ENG,DF,Reading,29,1993,11.1,1,7,3,42.9,0.63,0.27,0.14,0.33,14.4,0,0,0,0.5,0.5,0.07,0.5,0.5,Matches
59,2022-2023,Rachel Corsie,sct SCO,"MF,DF",Aston Villa,32,1989,13,0,5,0,0,0.39,0,0,Unknown,17.6,0,0,0,0.3,0.3,0.06,'-0.3,'-0.3,Matches
60,2022-2023,Eartha Cumings Budd,sct SCO,GK,Liverpool,23,1999,2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
61,2022-2023,Erin Cuthbert,sct SCO,MF,Chelsea,24,1998,15.2,5,41,9,22,2.7,0.59,0.12,0.56,22.5,0,0,0,2.4,2.4,0.06,2.6,2.6,Matches
62,2022-2023,Sabrina D'Angelo,ca CAN,GK,Arsenal,29,1993,4,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
63,2022-2023,Jemima Dahou,eng ENG,MF,Manchester City,16,2005,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
64,2022-2023,Kenza Dali,fr FRA,MF,Aston Villa,31,1991,20.1,5,34,12,35.3,1.7,0.6,0.15,0.42,22.2,1,0,0,2.1,2.1,0.06,2.9,2.9,Matches
65,2022-2023,Rachel Daly,eng ENG,FW,Aston Villa,30,1991,21.7,22,81,34,42,3.73,1.56,0.23,0.56,14.4,1,3,3,12.7,10.4,0.13,9.3,8.6,Matches
66,2022-2023,Yana Daniels,be BEL,"FW,MF",Liverpool,30,1992,8.3,0,13,7,53.8,1.57,0.85,0,0,14.9,0,0,0,1.2,1.2,0.09,'-1.2,'-1.2,Matches
67,2022-2023,Anouk Denton,eng ENG,"DF,FW",West Ham,19,2003,2.7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
68,2022-2023,Natasha Dowie,eng ENG,FW,Liverpool,34,1988,4.4,2,9,6,66.7,2.03,1.35,0.22,0.33,18.1,0,0,0,1.3,1.3,0.14,0.7,0.7,Matches
69,2022-2023,Natasha Dowie,eng ENG,"FW,MF",Reading,34,1988,7.1,1,14,7,50,1.96,0.98,0.07,0.14,13.9,0,0,0,1.9,1.9,0.14,'-0.9,'-0.9,Matches
70,2022-2023,Mary Earps,eng ENG,GK,Manchester Utd,29,1993,22,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
71,2022-2023,Georgia Eaton-Collins,eng ENG,"DF,MF",Leicester City,22,2000,3,0,1,0,0,0.33,0,0,Unknown,14.9,0,0,0,0,0,0.01,0,0,Matches
72,2022-2023,Amalie Eikeland,no NOR,"MF,DF",Reading,26,1995,22,1,13,4,30.8,0.59,0.18,0.08,0.25,16.7,0,0,0,1.4,1.4,0.11,'-0.4,'-0.4,Matches
73,2022-2023,Bethany England,eng ENG,FW,Chelsea,28,1994,2.8,2,13,4,30.8,4.59,1.41,0.15,0.5,13.6,0,0,0,1,1,0.08,1,1,Matches
74,2022-2023,Bethany England,eng ENG,FW,Tottenham,28,1994,11.2,12,26,14,53.8,2.32,1.25,0.42,0.79,12.3,0,1,1,5.3,4.6,0.18,6.7,6.4,Matches
75,2022-2023,Magdalena Eriksson,se SWE,DF,Chelsea,28,1993,17.5,1,14,5,35.7,0.8,0.29,0.07,0.2,9.2,0,0,0,1.3,1.3,0.1,'-0.3,'-0.3,Matches
76,2022-2023,Gemma Evans,wls WAL,DF,Reading,25,1996,16.8,0,5,0,0,0.3,0,0,Unknown,10.7,0,0,0,0.3,0.3,0.07,'-0.3,'-0.3,Matches
77,2022-2023,Lisa Evans,sct SCO,"FW,MF",West Ham,30,1992,15.7,3,13,5,38.5,0.83,0.32,0.23,0.6,14.6,0,0,0,1.3,1.3,0.1,1.7,1.7,Matches
78,2022-2023,Niamh Fahey,ie IRL,DF,Liverpool,34,1987,11,0,8,1,12.5,0.73,0.09,0,0,14.1,0,0,0,0.7,0.7,0.09,'-0.7,'-0.7,Matches
79,2022-2023,Chelsea Ferguson,eng ENG,MF,Brighton,17,2004,0.3,0,1,0,0,3.33,0,0,Unknown,16.2,0,0,0,0.1,0.1,0.11,'-0.1,'-0.1,Matches
80,2022-2023,Melisa Filis,eng ENG,"MF,FW",West Ham,20,2002,3.3,0,3,0,0,0.9,0,0,Unknown,25.5,0,0,0,0.1,0.1,0.04,'-0.1,'-0.1,Matches
81,2022-2023,Megan Finnigan,eng ENG,DF,Everton,24,1998,13.2,2,9,3,33.3,0.68,0.23,0.22,0.67,14.5,0,0,0,0.3,0.3,0.04,1.7,1.7,Matches
82,2022-2023,Grace Fisk,eng ENG,DF,West Ham,24,1998,20.1,0,8,2,25,0.4,0.1,0,0,9.9,0,0,0,0.8,0.8,0.1,'-0.8,'-0.8,Matches
83,2022-2023,Gilly Flaherty,eng ENG,DF,Liverpool,30,1991,8,0,5,3,60,0.62,0.37,0,0,11.3,0,0,0,0.6,0.6,0.12,'-0.6,'-0.6,Matches
84,2022-2023,Keira Flannery,eng ENG,"MF,FW",West Ham,16,2005,0.3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
